"Fighter","Stance","WT_Class","Date","Birthdate","Weight_mean","Weight_sum","Weight_max","Weight_min","Weight_sd","Height_mean","Height_sum","Height_max","Height_min","Height_sd","Reach_mean","Reach_sum","Reach_max","Reach_min","Reach_sd","Rnd_mean","Rnd_sum","Rnd_max","Rnd_min","Rnd_sd","Time_Seconds_mean","Time_Seconds_sum","Time_Seconds_max","Time_Seconds_min","Time_Seconds_sd","Total_Fight_Time_Seconds_mean","Total_Fight_Time_Seconds_sum","Total_Fight_Time_Seconds_max","Total_Fight_Time_Seconds_min","Total_Fight_Time_Seconds_sd","Results_mean","Results_sum","Results_max","Results_min","Results_sd","Decision_Unanimous_mean","Decision_Unanimous_sum","Decision_Unanimous_max","Decision_Unanimous_min","Decision_Unanimous_sd","KO_TKO_mean","KO_TKO_sum","KO_TKO_max","KO_TKO_min","KO_TKO_sd","Submission_mean","Submission_sum","Submission_max","Submission_min","Submission_sd","Decision_Split_mean","Decision_Split_sum","Decision_Split_max","Decision_Split_min","Decision_Split_sd","Draw_mean","Draw_sum","Draw_max","Draw_min","Draw_sd","No_Contest_mean","No_Contest_sum","No_Contest_max","No_Contest_min","No_Contest_sd","Decision_Majority_mean","Decision_Majority_sum","Decision_Majority_max","Decision_Majority_min","Decision_Majority_sd","TKO_Doctors_Stoppage_mean","TKO_Doctors_Stoppage_sum","TKO_Doctors_Stoppage_max","TKO_Doctors_Stoppage_min","TKO_Doctors_Stoppage_sd","Southpaw_Stance_mean","Southpaw_Stance_sum","Southpaw_Stance_max","Southpaw_Stance_min","Southpaw_Stance_sd","Orthodox_Stance_mean","Orthodox_Stance_sum","Orthodox_Stance_max","Orthodox_Stance_min","Orthodox_Stance_sd","Switch_Stance_mean","Switch_Stance_sum","Switch_Stance_max","Switch_Stance_min","Switch_Stance_sd","Africa_mean","Africa_sum","Africa_max","Africa_min","Africa_sd","Asia_mean","Asia_sum","Asia_max","Asia_min","Asia_sd","Europe_mean","Europe_sum","Europe_max","Europe_min","Europe_sd","South_America_mean","South_America_sum","South_America_max","South_America_min","South_America_sd","North_America_mean","North_America_sum","North_America_max","North_America_min","North_America_sd","Oceania_mean","Oceania_sum","Oceania_max","Oceania_min","Oceania_sd","SDBL_mean","SDBL_sum","SDBL_max","SDBL_min","SDBL_sd","SDB_A_mean","SDB_A_sum","SDB_A_max","SDB_A_min","SDB_A_sd","SDHL_mean","SDHL_sum","SDHL_max","SDHL_min","SDHL_sd","SDH_A_mean","SDH_A_sum","SDH_A_max","SDH_A_min","SDH_A_sd","SDLL_mean","SDLL_sum","SDLL_max","SDLL_min","SDLL_sd","SDL_A_mean","SDL_A_sum","SDL_A_max","SDL_A_min","SDL_A_sd","TSL_mean","TSL_sum","TSL_max","TSL_min","TSL_sd","TS_A_mean","TS_A_sum","TS_A_max","TS_A_min","TS_A_sd","SSL_mean","SSL_sum","SSL_max","SSL_min","SSL_sd","SS_A_mean","SS_A_sum","SS_A_max","SS_A_min","SS_A_sd","KD_mean","KD_sum","KD_max","KD_min","KD_sd","SCBL_mean","SCBL_sum","SCBL_max","SCBL_min","SCBL_sd","SCB_A_mean","SCB_A_sum","SCB_A_max","SCB_A_min","SCB_A_sd","SCHL_mean","SCHL_sum","SCHL_max","SCHL_min","SCHL_sd","SCH_A_mean","SCH_A_sum","SCH_A_max","SCH_A_min","SCH_A_sd","SCLL_mean","SCLL_sum","SCLL_max","SCLL_min","SCLL_sd","SCL_A_mean","SCL_A_sum","SCL_A_max","SCL_A_min","SCL_A_sd","RV_mean","RV_sum","RV_max","RV_min","RV_sd","SR_mean","SR_sum","SR_max","SR_min","SR_sd","TDL_mean","TDL_sum","TDL_max","TDL_min","TDL_sd","TD_A_mean","TD_A_sum","TD_A_max","TD_A_min","TD_A_sd","TDS_mean","TDS_sum","TDS_max","TDS_min","TDS_sd","SGBL_mean","SGBL_sum","SGBL_max","SGBL_min","SGBL_sd","SGB_A_mean","SGB_A_sum","SGB_A_max","SGB_A_min","SGB_A_sd","SGHL_mean","SGHL_sum","SGHL_max","SGHL_min","SGHL_sd","SGH_A_mean","SGH_A_sum","SGH_A_max","SGH_A_min","SGH_A_sd","SGLL_mean","SGLL_sum","SGLL_max","SGLL_min","SGLL_sd","SGL_A_mean","SGL_A_sum","SGL_A_max","SGL_A_min","SGL_A_sd","AD_mean","AD_sum","AD_max","AD_min","AD_sd","ADTB_mean","ADTB_sum","ADTB_max","ADTB_min","ADTB_sd","ADHG_mean","ADHG_sum","ADHG_max","ADHG_min","ADHG_sd","ADTM_mean","ADTM_sum","ADTM_max","ADTM_min","ADTM_sd","ADTS_mean","ADTS_sum","ADTS_max","ADTS_min","ADTS_sd","SM_mean","SM_sum","SM_max","SM_min","SM_sd","X.Ground_Body_Strikes_mean","X.Ground_Body_Strikes_sum","X.Ground_Body_Strikes_max","X.Ground_Body_Strikes_min","X.Ground_Body_Strikes_sd","X.Ground_Head_Strikes_mean","X.Ground_Head_Strikes_sum","X.Ground_Head_Strikes_max","X.Ground_Head_Strikes_min","X.Ground_Head_Strikes_sd","X.Ground_Leg_Strikes_mean","X.Ground_Leg_Strikes_sum","X.Ground_Leg_Strikes_max","X.Ground_Leg_Strikes_min","X.Ground_Leg_Strikes_sd","X.Clinch_Body_Strikes_mean","X.Clinch_Body_Strikes_sum","X.Clinch_Body_Strikes_max","X.Clinch_Body_Strikes_min","X.Clinch_Body_Strikes_sd","X.Clinch_Head_Strikes_mean","X.Clinch_Head_Strikes_sum","X.Clinch_Head_Strikes_max","X.Clinch_Head_Strikes_min","X.Clinch_Head_Strikes_sd","X.Clinch_Leg_Strikes_mean","X.Clinch_Leg_Strikes_sum","X.Clinch_Leg_Strikes_max","X.Clinch_Leg_Strikes_min","X.Clinch_Leg_Strikes_sd","X.LEG_mean","X.LEG_sum","X.LEG_max","X.LEG_min","X.LEG_sd","X.BODY_mean","X.BODY_sum","X.BODY_max","X.BODY_min","X.BODY_sd","X.HEAD_mean","X.HEAD_sum","X.HEAD_max","X.HEAD_min","X.HEAD_sd","X.Total_Strikes_mean","X.Total_Strikes_sum","X.Total_Strikes_max","X.Total_Strikes_min","X.Total_Strikes_sd","X.TK_ACC_mean","X.TK_ACC_sum","X.TK_ACC_max","X.TK_ACC_min","X.TK_ACC_sd","X.Significant_Strikes_mean","X.Significant_Strikes_sum","X.Significant_Strikes_max","X.Significant_Strikes_min","X.Significant_Strikes_sd"
"Ricardo Ramos","Orthodox","Featherweight",2023-09-23,1995-08-01,146,146,146,146,0,69,69,69,69,0,72,72,72,72,0,1,1,1,1,0,192,192,192,192,0,192,192,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,0,0,0,0,0,0
"Ricardo Ramos","Orthodox","Featherweight",2024-03-23,1995-08-01,146,146,146,146,0,69,69,69,69,0,72,72,72,72,0,1,1,1,1,0,135,135,135,135,0,135,135,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,2,2,0,4,4,4,4,0,12,12,12,12,0,1,1,1,1,0,1,1,1,1,0,12,12,12,12,0,23,23,23,23,0,7,7,7,7,0,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,50,50,50,50,0,36,36,36,36,0,52,52,52,52,0,67,67,67,67,0,41.1764705882353,41.1764705882353,41.1764705882353,41.1764705882353,0
"Ricky Glenn","Southpaw","Welterweight",2016-09-17,1989-04-12,155,155,155,155,0,72,72,72,72,0,70,70,70,70,0,3,3,3,3,0,300,300,300,300,0,900,900,900,900,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,5,5,5,5,0,14,14,14,14,0,38,38,38,38,0,121,121,121,121,0,5,5,5,5,0,5,5,5,5,0,63,63,63,63,0,161,161,161,161,0,58,58,58,58,0,156,156,156,156,0,0,0,0,0,0,4,4,4,4,0,5,5,5,5,0,2,2,2,2,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,3,3,3,0,0,0,0,0,0,1,1,1,1,0,2,2,2,2,0,3,3,3,3,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,0,60,60,60,60,0,0,0,0,0,0,80,80,80,80,0,50,50,50,50,0,0,0,0,0,0,100,100,100,100,0,48,48,48,48,0,33,33,33,33,0,39,39,39,39,0,0,0,0,0,0,37.1794871794872,37.1794871794872,37.1794871794872,37.1794871794872,0
"Ricky Glenn","Southpaw","Welterweight",2017-02-11,1989-04-12,155,155,155,155,0,72,72,72,72,0,70,70,70,70,0,3,3,3,3,0,300,300,300,300,0,900,900,900,900,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4,4,4,4,0,11,11,11,11,0,14,14,14,14,0,64,64,64,64,0,12,12,12,12,0,15,15,15,15,0,60,60,60,60,0,123,123,123,123,0,52,52,52,52,0,115,115,115,115,0,0,0,0,0,0,16,16,16,16,0,18,18,18,18,0,5,5,5,5,0,6,6,6,6,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,88,88,0,83,83,83,83,0,100,100,100,100,0,81,81,81,81,0,69,69,69,69,0,27,27,27,27,0,48,48,48,48,0,0,0,0,0,0,45.2173913043478,45.2173913043478,45.2173913043478,45.2173913043478,0
"Ricky Glenn","Southpaw","Welterweight",2017-09-09,1989-04-12,155,155,155,155,0,72,72,72,72,0,70,70,70,70,0,3,3,3,3,0,300,300,300,300,0,900,900,900,900,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,5,5,5,5,0,8,8,8,8,0,21,21,21,21,0,53,53,53,53,0,5,5,5,5,0,7,7,7,7,0,184,184,184,184,0,289,289,289,289,0,142,142,142,142,0,237,237,237,237,0,1,1,1,1,0,11,11,11,11,0,14,14,14,14,0,11,11,11,11,0,24,24,24,24,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,7,7,7,7,0,0,0,0,0,0,24,24,24,24,0,25,25,25,25,0,64,64,64,64,0,105,105,105,105,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,96,96,96,96,0,60,60,60,60,0,0,0,0,0,0,78,78,78,78,0,45,45,45,45,0,100,100,100,100,0,75,75,75,75,0,85,85,85,85,0,53,53,53,53,0,63,63,63,63,0,57,57,57,57,0,59.915611814346,59.915611814346,59.915611814346,59.915611814346,0
"Ricky Glenn","Southpaw","Welterweight",2017-12-30,1989-04-12,155,155,155,155,0,72,72,72,72,0,70,70,70,70,0,3,3,3,3,0,300,300,300,300,0,900,900,900,900,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,3,3,3,0,20,20,20,20,0,3,3,3,3,0,47,47,47,47,0,4,4,4,4,0,9,9,9,9,0,29,29,29,29,0,102,102,102,102,0,14,14,14,14,0,83,83,83,83,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,100,100,100,100,0,25,25,25,25,0,0,0,0,0,0,44,44,44,44,0,19,19,19,19,0,11,11,11,11,0,28,28,28,28,0,0,0,0,0,0,16.8674698795181,16.8674698795181,16.8674698795181,16.8674698795181,0
"Ricky Glenn","Southpaw","Welterweight",2018-07-14,1989-04-12,155,155,155,155,0,72,72,72,72,0,70,70,70,70,0,3,3,3,3,0,300,300,300,300,0,900,900,900,900,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,12,12,12,12,0,19,19,19,19,0,26,26,26,26,0,100,100,100,100,0,3,3,3,3,0,7,7,7,7,0,59,59,59,59,0,151,151,151,151,0,48,48,48,48,0,137,137,137,137,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,83,83,83,83,0,0,0,0,0,0,100,100,100,100,0,25,25,25,25,0,0,0,0,0,0,43,43,43,43,0,65,65,65,65,0,29,29,29,29,0,39,39,39,39,0,0,0,0,0,0,35.036496350365,35.036496350365,35.036496350365,35.036496350365,0
"Ricky Glenn","Southpaw","Welterweight",2018-11-30,1989-04-12,155,155,155,155,0,72,72,72,72,0,70,70,70,70,0,3,3,3,3,0,300,300,300,300,0,900,900,900,900,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,10,10,10,10,0,20,20,20,20,0,40,40,40,40,0,135,135,135,135,0,13,13,13,13,0,16,16,16,16,0,77,77,77,77,0,190,190,190,190,0,74,74,74,74,0,187,187,187,187,0,0,0,0,0,0,1,1,1,1,0,2,2,2,2,0,10,10,10,10,0,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,0,76,76,76,76,0,0,0,0,0,0,81,81,81,81,0,50,50,50,50,0,34,34,34,34,0,40,40,40,40,0,0,0,0,0,0,39.572192513369,39.572192513369,39.572192513369,39.572192513369,0
"Ricky Glenn","Southpaw","Welterweight",2021-06-19,1989-04-12,155,155,155,155,0,72,72,72,72,0,70,70,70,70,0,1,1,1,1,0,37,37,37,37,0,37,37,37,37,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,3,3,3,0,1,1,1,1,0,1,1,1,1,0,14,14,14,14,0,22,22,22,22,0,10,10,10,10,0,17,17,17,17,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,56,56,56,56,0,63,63,63,63,0,0,0,0,0,0,58.8235294117647,58.8235294117647,58.8235294117647,58.8235294117647,0
"Ricky Glenn","Southpaw","Welterweight",2021-10-23,1989-04-12,155,155,155,155,0,72,72,72,72,0,70,70,70,70,0,3,3,3,3,0,300,300,300,300,0,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4,4,4,4,0,9,9,9,9,0,2,2,2,2,0,7,7,7,7,0,2,2,2,2,0,3,3,3,3,0,88,88,88,88,0,104,104,104,104,0,28,28,28,28,0,41,41,41,41,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,17,17,17,17,0,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,100,100,100,100,0,89,89,89,89,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,0,58,58,58,58,0,73,73,73,73,0,84,84,84,84,0,0,0,0,0,0,68.2926829268293,68.2926829268293,68.2926829268293,68.2926829268293,0
"Ricky Glenn","Southpaw","Welterweight",2023-04-22,1989-04-12,155,155,155,155,0,72,72,72,72,0,70,70,70,70,0,1,1,1,1,0,95,95,95,95,0,95,95,95,95,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,7,7,7,7,0,1,1,1,1,0,3,3,3,3,0,2,2,2,2,0,11,11,11,11,0,2,2,2,2,0,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,0,0,0,0,0,0,14,14,14,14,0,18,18,18,18,0,0,0,0,0,0,18.1818181818182,18.1818181818182,18.1818181818182,18.1818181818182,0
"Ricky Glenn","Southpaw","Welterweight",2023-10-07,1989-04-12,155,155,155,155,0,72,72,72,72,0,70,70,70,70,0,1,1,1,1,0,156,156,156,156,0,156,156,156,156,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,3,3,3,0,7,7,7,7,0,2,2,2,2,0,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,22,22,22,22,0,5,5,5,5,0,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,0,13,13,13,13,0,22,22,22,22,0,0,0,0,0,0,22.7272727272727,22.7272727272727,22.7272727272727,22.7272727272727,0
"Rolando Bedoya","Orthodox","Lightweight",2023-05-06,1997-01-13,155,155,155,155,0,71,71,71,71,0,74,74,74,74,0,3,3,3,3,0,300,300,300,300,0,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,7,7,7,7,0,101,101,101,101,0,148,148,148,148,0,30,30,30,30,0,41,41,41,41,0,150,150,150,150,0,210,210,210,210,0,149,149,149,149,0,209,209,209,209,0,0,0,0,0,0,10,10,10,10,0,10,10,10,10,0,2,2,2,2,0,2,2,2,2,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,100,100,100,100,0,100,100,100,100,0,74,74,74,74,0,88,88,88,88,0,69,69,69,69,0,71,71,71,71,0,0,0,0,0,0,71.2918660287081,71.2918660287081,71.2918660287081,71.2918660287081,0
"Rolando Bedoya","Orthodox","Lightweight",2023-08-26,1997-01-13,155,155,155,155,0,71,71,71,71,0,74,74,74,74,0,3,3,3,3,0,300,300,300,300,0,900,900,900,900,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,0,43,43,43,43,0,34,34,34,34,0,139,139,139,139,0,49,49,49,49,0,63,63,63,63,0,112,112,112,112,0,260,260,260,260,0,112,112,112,112,0,258,258,258,258,0,0,0,0,0,0,6,6,6,6,0,6,6,6,6,0,2,2,2,2,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,28,28,28,28,0,0,0,0,0,0,78,78,78,78,0,55,55,55,55,0,25,25,25,25,0,43,43,43,43,0,0,0,0,0,0,43.4108527131783,43.4108527131783,43.4108527131783,43.4108527131783,0
